央视频道,#genre#
中央11台,http://117.148.179.164/PLTV/88888888/224/3221231711/index.m3u8#rtsp://183.252.176.54:554/PLTV/88888888/224/3221225996/10000100000000060000000002296743_0.smil#http://117.148.179.165/PLTV/88888888/224/3221231711/index.m3u8
中央12台,http://117.148.179.150/PLTV/88888888/224/3221231660/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226190/1.m3u8#http://coocaa-ynbit-ws.ifengli.com:2386/live/cctv-12hd/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225731/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225669/index.m3u8#http://60.255.49.202:80/live/CCTV-12H265_4000.m3u8
中央13台,http://iptv.tvfix.org/hls/cctv13hd.m3u8#http://39.135.32.29:6610/000000001000/1000000002000021303/1.m3u8?#http://111.40.196.30/PLTV/88888888/224/3221225504/index.m3u8#http://scgctvshow.sctv.com/scgc/cctv13/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226104/10000100000000060000000002298296_0.smil#http://223.110.242.200:6610/gitv/live1/G_CCTV-13-CQ/G_CCTV-13-CQ
中央14台,http://117.148.179.182/PLTV/88888888/224/3221231648/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226193/1.m3u8#http://117.148.179.183/PLTV/88888888/224/3221231648/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226641/40418077.smil#http://111.63.77.77:80/gitv_live/G_CCTV-14-HD/G_CCTV-14-HD.m3u8#http://60.255.49.202:80/live/CCTV-14H265_4000.m3u8
中央15台,http://117.148.179.169/PLTV/88888888/224/3221231693/index.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8#http://117.148.179.169:80/PLTV/88888888/224/3221231693/index.m3u8#http://39.134.65.162/PLTV/88888888/224/3221225513/index.m3u8
中央16台,http://117.148.179.157/PLTV/88888888/224/3221233392/index.m3u8#http://liveop.cctv.cn/hls/CCTV16HD/playlist.m3u8#http://39.135.140.227:6610/PLTV/88888888/224/3221226233/2/index.m3u8?fmt=ts2hls#http://111.63.77.77:80/gitv_live/G_CCTV-16-CQ/G_CCTV-16-CQ.m3u8#http://ott.js.chinamobile.com/PLTV/3/224/3221228144/index.m3u8#http://39.135.129.166:80/PLTV/88888888/224/3221226581/1.m3u8
中央17台,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225765/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226198/1.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225907/index.m3u8#http://coocaa-ynbit-ws.ifengli.com:2386/live/cctv-17hd/1.m3u8#http://111.63.77.77:80/gitv_live/G_CCTV-17-CQ/G_CCTV-17-CQ.m3u8#http://223.110.243.224/PLTV/3/224/3221227592/index.m3u8
CCTV5+赛事台,http://117.148.179.136/PLTV/88888888/224/3221231459/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226714/40417236.smil#http://111.63.117.13:6060/030000001000/G_CCTV-5PLUS/G_CCTV-5PLUS.m3u8#http://111.40.196.25/PLTV/88888888/224/3221225767/index.m3u8#http://60.255.49.202:80/live/CCTV-5plusH265_4000.m3u8#rtmp://59.124.75.157/sat/cn051#http://223.110.243.165/ott.js.chinamobile.com/PLTV/3/224/3221227631/index.m3u8
CCTV4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8#https://p.ggiptv.com/v/4k.m3u8#http://ye23.win/iptv/4k.cctv.php
CGTN国际频道,http://live.cgtn.com/1000/prog_index.m3u8#http://39.130.202.80:6610/gitv_live/G_CGTN-HD/G_CGTN-HD.m3u8
CGTN记录频道,http://180.97.123.180/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel14/index.m3u8#http://39.130.202.77:6610/gitv_live/G_CGTVJL-HD/G_CGTVJL-HD.m3u8#https://livedoc.cgtn.com/1000d/prog_index.m3u8
CGTN俄语频道,http://39.135.129.166:80/PLTV/88888888/224/3221226772/1.m3u8#http://39.135.129.166:80/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227096/index.m3u8
CGTN法语频道,http://39.135.129.164:80/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227148/index.m3u8#http://39.135.129.164:80/PLTV/88888888/224/3221226727/1.m3u8
CCTV世界地理,http://42.176.185.28:9901/tsfile/live/1037_1.m3u8#http://117.148.179.142/PLTV/88888888/224/3221231537/index.m3u8
CCTV怀旧剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000571&playtoken=ABCDEFGH&auth=no#http://117.148.179.159/PLTV/88888888/224/3221231544/index.m3u8
CCTV第一剧场,http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000569&playtoken=ABCDEFGH&auth=no
CCTV风云剧场,http://42.176.185.28:9901/tsfile/live/1030_1.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000570&playtoken=ABCDEFGH&auth=no
CCTV高夫网球,http://ott.js.chinamobile.com/TVOD/3/224/3221228138/index.m3u8#http://stream.slave.jxtvnet.tv:14311/playurl?playtype=live&protocol=http&accesstoken=R609DF27DU30963004K77360366I5D0110ACPBM356F868V0Z57EA5W167ED2234F88A5EE&programid=4200000574&playtoken=ABCDEFGH&auth=no
CCTV新科动漫,http://cctvtxyh5ca.liveplay.myqcloud.com/live/xinkedongman_2/index.m3u8
CCTV国际欧洲,http://39.135.129.162/PLTV/88888888/224/3221226731/1.m3u8#http://39.135.129.162:80/hwottcdn.ln.chinamobile.com/PLTV/88888888/224/3221227093/index.m3u8
CCTV国际美洲,http://117.148.179.160/PLTV/88888888/224/3221231654/index.m3u8
CETV教育一台,http://39.135.140.227:6610/PLTV/88888888/224/3221225917/2/index.m3u8?fmt=ts2hls#http://live.scuec.edu.cn:8080/hls/cetv1hd.m3u8#http://shbu.live.bestvcdn.com.cn:8080/live/program/live/zgjy1ott/2300000/mnf.m3u8#http://117.148.179.160/PLTV/88888888/224/3221231714/index.m3u8#http://180.97.123.180/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel33/index.m3u8
梨园频道,http://219.150.217.47:6610/PLTV1/840/index.m3u8?icpid=dxrm1
环球旅游,http://117.148.179.154/PLTV/88888888/224/3221231712/index.m3u8
中华美食,http://39.135.138.58:18890/PLTV/88888888/224/3221225924/index.m3u8#http://183.207.248.71/gitv/live1/G_ZHONGHUAMS/G_ZHONGHUAMS#http://ott.js.chinamobile.com/PLTV/4/224/3221227647/index.m3u8
中国陶瓷,http://ott.js.chinamobile.com/PLTV/4/224/3221227768/index.m3u8#http://183.207.248.71/gitv/live1/G_TAOCI/G_TAOCI
CEC国际汉语,http://play.cec-tv.com.cn/channel/cec-tv1.m3u8
CEC国际旅游,http://play.cec-tv.com.cn/channel/cec-tv2.m3u8
CEC国际频道,http://play.cec-tv.com.cn/channel/cec-tv3.m3u8

卫视频道,#genre#
内蒙古卫视,http://live9.m2oplus.nmtv.cn/nmgws/playlist.m3u8
北京卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225728/index.m3u8#https://hsplay-360.v.btime.com/live_btime/btv_sn_20170706_s1/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226092/10000100000000060000000002296930_0.smil#http://coocaa-ynbit-ws.ifengli.com:2386/live/bjws-hd/1.m3u8#http://117.148.179.168:80/PLTV/88888888/224/3221231732/index.m3u8#http://180.97.123.180/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel24/index.m3u8#http://223.110.242.133:6610/gitv/live1/G_BEIJING-CQ/G_BEIJING-CQ/
上海卫视,http://111.40.196.35/PLTV/88888888/224/3221225509/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226041/10000100000000060000000002296882_0.smil#http://223.110.242.133:6610/gitv/live1/G_DONGFANG-CQ/G_DONGFANG-CQ/#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226261/1.m3u8#http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225735/index.m3u8#http://117.148.179.160:80/PLTV/88888888/224/3221231738/index.m3u8
重庆卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226202/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_CHONGQING-CQ/G_CHONGQING-CQ/#http://60.255.49.202:80/live/cqwsH265_4000.m3u8#http://219.150.217.41:6610/PLTV1/1340/default.m3u8?ztecid=1340
天津卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226204/1.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225698/index.m3u8#http://180.97.123.180/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel28/index.m3u8#http://117.148.179.146:80/PLTV/88888888/224/3221228905/index.m3u8#http://60.255.49.202:80/live/tjwsH265_4000.m3u8
新疆卫视,http://111.40.196.26/PLTV/88888888/224/3221225598/index.m3u8
浙江卫视,http://117.148.179.140:80/PLTV/88888888/224/3221229352/index.m3u8#http://111.40.196.25/PLTV/88888888/224/3221225523/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225798/1.m3u8#http://111.63.77.77:80/gitv_live/G_ZHEJIANG-MD/G_ZHEJIANG-MD.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226040/10000100000000060000000002296881_0.smil#http://60.255.49.202:80/live/zjwsH265_4000.m3u8
福建卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226121/10000100000000060000000002358085_0.smil#http://coocaa-ynbit-ws.ifengli.com:2386/live/fjws-hd/1.m3u8#http://39.135.32.29:6610/000000001000/1000000002000009263/1.m3u8?#http://219.150.217.41:6610/PLTV1/1400/default.m3u8?ztecid=1400
海峡卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226128/10000100000000060000000002434539_0.smil
厦门卫视,http://111.40.196.34/PLTV/88888888/224/3221225643/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226124/10000100000000060000000002358105_0.smil
湖南卫视,http://117.148.179.165/PLTV/88888888/224/3221228852/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225799/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_HUNAN-CQ/G_HUNAN-CQ/#http://117.148.179.172:80/PLTV/88888888/224/3221231729/index.m3u8#http://180.97.123.180/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel25/index.m3u8
江苏卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225800/1.m3u8#http://111.40.196.31/PLTV/88888888/224/3221225515/index.m3u8#http://117.148.179.175:80/PLTV/88888888/224/3221231447/index.m3u8#rtsp://183.252.176.54/PLTV/88888888/224/3221226038/10000100000000060000000002296879_0.smil#http://60.255.49.202:80/live/jswsH265_4000.m3u8#http://223.110.242.133:6610/gitv/live1/G_JIANGSU-CQ/G_JIANGSU-CQ/
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8#http://39.135.140.227:6610/PLTV/88888888/224/3221225492/2/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226687/42186801.smil#http://coocaa-ynbit-ws.ifengli.com:2386/live/jxws-hd/1.m3u8#http://111.63.77.77:80/gitv_live/G_JIANGXI-CQ/G_JIANGXI-CQ.m3u8#http://60.255.49.202:80/live/jxwsH265_4000.m3u8
青海卫视,http://111.40.196.27/PLTV/88888888/224/3221225568/index.m3u8
云南卫视,http://111.40.196.36/PLTV/88888888/224/3221225635/index.m3u8
贵州卫视,http://111.40.196.25/PLTV/88888888/224/3221225522/index.m3u8
四川卫视,http://111.40.196.34/PLTV/88888888/224/3221225562/index.m3u8
康巴卫视,http://111.40.196.38/PLTV/88888888/224/3221225648/index.m3u8
安徽卫视,http://ott.js.chinamobile.com/TVOD/3/224/3221228153/index.m3u8#http://117.148.179.177:80/PLTV/88888888/224/3221230215/1.m3u8#http://zbbf2.ahtv.cn/live/749.m3u8#http://180.97.123.180/4403-txt.otvstream.otvcloud.com/otv/skcc/live/channel23/index.m3u8#http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8#http://60.255.49.202:80/live/ahwsH265_4000.m3u8
山东卫视,http://111.40.196.36/PLTV/88888888/224/3221225545/index.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226090/10000100000000060000000002296928_0.smil#http://219.150.217.41:6610/PLTV1/1080/default.m3u8?ztecid=1080#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226209/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_SHANDONG-CQ/G_SHANDONG-CQ/
山西卫视,http://liveflash.sxrtv.com:80/live/sxwshd.m3u8#http://player.521fanli.cn/1691/0/tide/tidem3u8.php?id=shanxihd#http://httpdvb.slave.yqdtv.com:13164/playurl?playtype=live&protocol=http&playtoken=31603YEQXREOPEG10&auth=no&verifycode=14183&accesstoken=G79E6023V21307D1TD05FABJB53102ABM786710FEI3282697DK98BDA6&programid=4200000133
甘肃卫视,http://39.134.39.39/PLTV/88888888/224/3221226240/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225754/1.m3u8
广东卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225803/1.m3u8#http://coocaa-ynbit-ws.ifengli.com:2386/live/gdws-hd/1.m3u8#http://60.255.49.202:80/live/gdwsH265_4000.m3u8#http://223.110.242.133:6610/gitv/live1/G_GUANGDONG-CQ/G_GUANGDONG-CQ/#http://117.148.179.141:80/PLTV/88888888/224/3221231891/1.m3u8#http://219.150.217.41:6610/PLTV1/1040/default.m3u8?ztecid=1040
广西卫视,http://111.40.196.35/PLTV/88888888/224/3221225518/index.m3u8
深圳卫视,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225739/index.m3u8#http://39.135.138.58:18890/PLTV/88888888/224/3221225700/index.m3u8#http://111.63.77.77:80/gitv_live/G_SHENZHEN-MD/G_SHENZHEN-MD.m3u8#http://60.255.49.202:80/live/szwsH265_4000.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225801/1.m3u8#http://219.150.217.41:6610/PLTV1/1240/default.m3u8?ztecid=1240
湖北卫视,http://ott.js.chinamobile.com/TVOD/3/224/3221228159/index.m3u8#http://111.40.196.27/PLTV/88888888/224/3221225654/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226206/1.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226091/10000100000000060000000002296929_0.smil#http://60.255.49.202:80/live/hbwsH265_4000.m3u8
河北卫视,http://ott.js.chinamobile.com/TVOD/3/224/3221228106/index.m3u8#http://live2.plus.hebtv.com/hbwsx/hd/live.m3u8#http://219.150.217.41:6610/PLTV1/1180/default.m3u8?ztecid=1180#rtsp://183.252.166.199/PLTV/88888888/224/3221226111/10000100000000060000000002310153_0.smil
河南卫视,http://ott.js.chinamobile.com/TVOD/3/224/3221228221/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225767/1.m3u8
辽宁卫视,http://ott.js.chinamobile.com/TVOD/3/224/3221228162/index.m3u8#http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8#http://223.110.242.133:6610/gitv/live1/G_LIAONING-CQ/G_LIAONING-CQ/#http://117.148.179.152:80/PLTV/88888888/224/3221231802/1.m3u8#http://219.150.217.41:6610/PLTV1/1120/index.m3u8?icpid=dxrm1
吉林卫视,rtsp://183.252.176.54:554/PLTV/88888888/224/3221226792/48616745.smil#http://coocaa-ynbit-ws.ifengli.com:2386/live/jlws-hd/1.m3u8#http://223.110.242.133:6610/gitv/live1/G_JILIN-CQ/G_JILIN-CQ/#http://219.150.217.41:6610/PLTV1/1360/default.m3u8?ztecid=1360
黑龙江卫视,http://111.40.196.38/PLTV/88888888/224/3221225544/index.m3u8#http://coocaa-ynbit-ws.ifengli.com:2386/live/hljws-hd/1.m3u8#http://117.148.179.141:80/PLTV/88888888/224/3221231967/1.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226087/10000100000000060000000002296926_0.smil
海南卫视,http://111.40.196.35/PLTV/88888888/224/3221225623/index.m3u8
兵团卫视,http://test5.btzx.com.cn/live/btxjbtws.stream/playlist.m3u8
宁夏卫视,http://111.40.196.31/PLTV/88888888/224/3221225530/index.m3u8#https://hhylive.ningxiahuangheyun.com/live/nxws1M.m3u8
陕西卫视,http://111.40.196.34/PLTV/88888888/224/3221225582/index.m3u8
南方卫视,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226218/1.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226788/48356344.smil#http://183.207.248.71/gitv/live1/G_NANFANG/G_NANFANG
三沙卫视,http://pull2.ssws.tv/live/SswsTV20210803.m3u8#rtsp://183.252.166.199/PLTV/88888888/224/3221226819/57526516.smil

影视频道,#genre#
CHC高清电影,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226463/1.m3u8#http://39.135.89.3:6610/yinhe/2/ch00000090990000002065/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC动作电影,http://111.20.33.93/TVOD/88888893/224/3221226465/index.m3u8#http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226465/1.m3u8#http://39.135.89.3:6610/yinhe/2/ch00000090990000002055/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CHC家庭影院,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226462/1.m3u8#http://39.135.89.3:6610/yinhe/2/ch00000090990000002085/index.m3u8?virtualDomain=yinhe.live_hls.zte.com#http://111.20.33.93/TVOD/88888893/224/3221226462/index.m3u8
成龙电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/707671890#http://117.148.179.163/PLTV/88888888/224/3221231687/index.m3u8#http://txtest-xp2p.p2p.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1-imgplus.m3u8#http://121.51.94.31/tx.hls.huya.com/src/1394565191-1394565191-5989611887484993536-2789253838-10057-A-0-1.m3u8#http://api.phoves.com.cn/iptv/huya.php?id=11342386
黑莓电影,http://39.135.138.60:18890/PLTV/88888910/224/3221225769/index.m3u8
动作电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225661/index.m3u8
周星驰电影,http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112#http://117.148.179.153/PLTV/88888888/224/3221231562/index.m3u8#http://txtest-xp2p.p2p.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1-imgplus.m3u8#http://121.51.249.99/txdirect.hls.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1.m3u8#http://121.51.249.99/txdirect.hls.huya.com/src/1199563481163-1199563481163-5444324506032144384-2399127085782-10057-A-0-1.m3u8#http://121.51.249.99/txdirect.hls.huya.com/src/1199561277724-1199561277724-5434860807588413440-2399122678904-10057-A-0-1.m3u8#http://121.51.249.99/txdirect.hls.huya.com/src/1449698986-1449698986-6226409733914361856-2847687634-10057-A-0-1.m3u8#http://121.51.94.31/tx.hls.huya.com/src/1394575534-1394575534-5989656310331736064-2789274524-10057-A-0-1-imgplus.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/623338112#http://dyscdnali1.douyucdn.cn/live/122402rK7MO9bXSq.flv?uuid=#http://tx2play1.douyucdn.cn/live/122402rK7MO9bXSq.xs?uuid=#http://api.phoves.com.cn/iptv/huya.php?id=11342412#http://api.phoves.com.cn/iptv/huya.php?id=19105261
林正英电影,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8
刘德华电影,http://117.148.179.154/PLTV/88888888/224/3221231757/index.m3u8#http://zzy789.xyz/douyu1.php?id=2516864#http://txtest-xp2p.p2p.huya.com/src/1394575547-1394575547-5989656366166310912-2789274550-10057-A-0-1.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/659315648#http://api.phoves.com.cn/iptv/huya.php?id=11342424
沈腾电影,http://txtest-xp2p.p2p.huya.com/src/1524418085-1524418085-6547325820505948160-3048959626-10057-A-0-1.xs
洪金宝电影,http://txtest-xp2p.p2p.huya.com/src/73821423-73821423-317060597529182208-2710090468-10057-A-0-1.xs#http://kuqq.tk/00/huya.php?id=11342427
五福星电影,http://txtest-xp2p.p2p.huya.com/src/1356780980-1356780980-5827329936934830080-2713685416-10057-A-0-1.xs
女神电影,http://txtest-xp2p.p2p.huya.com/src/1388451591-1388451591-5963354175424167936-2777026638-10057-A-0-1.xs#http://zzy789.xyz/douyu1.php?id=747764
高分影院,http://117.148.179.182/PLTV/88888888/224/3221231699/index.m3u8
喜剧电影,http://117.148.179.154/PLTV/88888888/224/3221231621/index.m3u8#http://txtest-xp2p.p2p.huya.com/src/1445653465-1445653465-6209034353524080640-2847699238-10057-A-0-1.m3u8#http://txtest-xp2p.p2p.huya.com/src/1388451591-1388451591-5963354175424167936-2777026638-10057-A-0-1-imgplus.m3u8
爱情公寓,http://zzy789.xyz/douyu1.php?id=2838296#http://vip.auney.cn/api/huya.php?id=11336726#http://zzy789.xyz/douyu1.php?id=5062195#http://zzy789.xyz/douyu1.php?id=9638983#http://zzy789.xyz/douyu1.php?id=9682185
殭屍劇場,http://117.148.179.165/PLTV/88888888/224/3221231742/index.m3u8#ttps://3954-quic.liveplay.myqcloud.com/live/3954_363783415.flv
郭富城,http://117.148.179.152/PLTV/88888888/224/3221231688/index.m3u8
周润发电影,http://117.148.179.177/PLTV/88888888/224/3221231709/index.m3u8#http://112.74.200.9:88/tv000000/m3u8.php?/migu/639526984
周末恐怖,http://zzy789.xyz/douyu1.php?id=3637726
周末经典,http://zzy789.xyz/douyu1.php?id=3637765
欧美恐怖,http://zzy789.xyz/douyu1.php?id=96577
